closed,_id,org,repo,number,amount,cost,tokenAddress,timestamp,address,signature,__v
false,6280caaa13e85100095a8520,commons-stack,commonsprize,32,45,2025,0x0f478Fc765Ed7a5C52627B0acDFa351FB94309e4,2022-05-15T09:40:51.981Z,0xdD505DA2e2A8017f38a715948c6b6A2922ba27f0,0x60c60fc0528aba9f144ffcf4a59108113ebaedf3cbc1069cdace4963a05b79d419b44e042919c328736bcbbbe3ba9968a1928f7852e43a52a4bc580067d33eb71b,0
